Customer_ID,Retention_Strategy,Recommended_Strategy,Churn_Probability,Projected_Churn,Lifetime_Value
CUST_N8PG62,Discount,Standard Communication,0.12,0.12,7761.08
CUST_VAZWXZ,Discount,VIP Treatment,0.66,0.561,8061.2
CUST_H2AJ03,Discount,Discounts,0.34,0.3128,4217.12
CUST_FKB4QP,Email Campaign,Standard Communication,0.86,0.86,2947.54
CUST_3X7CO0,Discount,Discounts,0.53,0.48760000000000003,753.83
CUST_S6EAQR,Loyalty Program,Standard Communication,0.74,0.74,6289.66
CUST_RQRJ1G,Discount,Discounts,0.37,0.34040000000000004,2651.63
CUST_FPZNA5,Loyalty Program,VIP Treatment,0.83,0.7054999999999999,8807.41
CUST_G1XQ61,Email Campaign,Discounts,0.57,0.5244,5957.08
CUST_6QM3GS,Loyalty Program,VIP Treatment,0.75,0.6375,8017.54
CUST_HJCPZX,Discount,VIP Treatment,0.74,0.629,7297.53
CUST_TQ4ZTD,Loyalty Program,Standard Communication,0.62,0.62,978.72
CUST_ZJBV0N,Loyalty Program,VIP Treatment,0.7,0.595,9425.8
CUST_DD2DJ3,Loyalty Program,Standard Communication,0.08,0.08,6124.1
CUST_O75XXC,Discount,Loyalty Programs,0.12,0.108,1750.84
CUST_GZQ5LL,Loyalty Program,Standard Communication,0.93,0.93,3415.5
CUST_YYE502,Discount,Discounts,0.54,0.4968000000000001,5173.39
CUST_CYLRAR,Discount,Discounts,0.43,0.3956,3503.85
CUST_4QCUZ5,Loyalty Program,Discounts,0.34,0.3128,4037.94
CUST_YVI8EY,Discount,VIP Treatment,0.94,0.7989999999999999,9911.39
CUST_34HE5L,Loyalty Program,Discounts,0.42,0.3864,8463.73
CUST_Y892RU,Email Campaign,Standard Communication,0.74,0.74,5615.49
CUST_GVJBLD,Discount,Standard Communication,0.1,0.1,8740.98
CUST_ASELHU,Loyalty Program,Loyalty Programs,0.1,0.09000000000000001,664.75
CUST_QTV65I,Discount,VIP Treatment,0.86,0.731,8122.59
CUST_82F54K,Discount,VIP Treatment,0.71,0.6034999999999999,7004.63
CUST_JOBMAA,Discount,Discounts,0.42,0.3864,4288.06
CUST_0RLOHO,Loyalty Program,Standard Communication,0.78,0.78,158.24
CUST_YD8G5Q,Email Campaign,Standard Communication,0.28,0.28,8635.57
CUST_UKYJC4,Email Campaign,Discounts,0.46,0.4232,7404.05
CUST_CJJI6E,Email Campaign,VIP Treatment,0.74,0.629,9849.9
CUST_3H4XOA,Loyalty Program,Standard Communication,0.15,0.15,1196.66
CUST_GVL08Y,Loyalty Program,Discounts,0.3,0.276,5568.41
CUST_UZA6KN,Loyalty Program,Standard Communication,0.84,0.84,452.45
CUST_Q4J6JQ,Loyalty Program,VIP Treatment,0.81,0.6885,7899.26
CUST_M7MLV4,Email Campaign,Standard Communication,0.18,0.18,3701.55
CUST_JJ7V3T,Loyalty Program,Standard Communication,0.61,0.61,5684.81
CUST_V9YD1D,Discount,VIP Treatment,0.94,0.7989999999999999,7065.15
CUST_D7WFO7,Email Campaign,Standard Communication,0.01,0.01,6219.44
CUST_1QJ5BQ,Loyalty Program,Standard Communication,0.93,0.93,3205.99
CUST_ADNEZA,Discount,Standard Communication,0.26,0.26,3185.8
CUST_N4F6J0,Loyalty Program,Standard Communication,0.21,0.21,3193.15
CUST_5PMEQX,Loyalty Program,VIP Treatment,0.84,0.714,7159.15
CUST_61ECP9,Discount,Discounts,0.59,0.5428,2912.26
CUST_V7U7CQ,Loyalty Program,Standard Communication,0.01,0.01,6404.75
CUST_QW92LR,Discount,Re-engagement Campaign,0.73,0.6424,5718.49
CUST_EZ9ZQ5,Loyalty Program,Standard Communication,0.89,0.89,3731.33
CUST_UAQHI9,Discount,VIP Treatment,0.6,0.51,7171.71
CUST_U585Z0,Email Campaign,Discounts,0.55,0.5060000000000001,9123.77
CUST_HFDCXW,Loyalty Program,Discounts,0.37,0.34040000000000004,3961.87
CUST_K5O0H2,Email Campaign,VIP Treatment,0.94,0.7989999999999999,9600.3
CUST_1P4EXF,Discount,Discounts,0.33,0.30360000000000004,9467.1
CUST_85MHW9,Email Campaign,Discounts,0.31,0.2852,4362.6
CUST_PCHBN4,Discount,Standard Communication,0.07,0.07,1076.83
CUST_FTK2V9,Loyalty Program,Discounts,0.48,0.4416,2573.75
CUST_LI3VUE,Discount,Discounts,0.39,0.3588,448.07
CUST_3WNMVI,Loyalty Program,Re-engagement Campaign,0.24,0.2112,7344.74
CUST_HUFSFP,Email Campaign,Discounts,0.42,0.3864,7650.3
CUST_69Z3R3,Discount,Standard Communication,0.77,0.77,5863.28
CUST_LZZTJ8,Discount,Discounts,0.43,0.3956,3139.62
CUST_40WZI5,Email Campaign,Standard Communication,0.69,0.69,2598.1
CUST_RVOINA,Discount,VIP Treatment,0.85,0.7224999999999999,8792.72
CUST_2IXRCO,Discount,Discounts,0.41,0.3772,3501.34
CUST_MPJ217,Loyalty Program,Standard Communication,0.18,0.18,9481.2
CUST_JYQOUL,Email Campaign,Discounts,0.38,0.3496,4784.84
CUST_ZQDVJR,Discount,Standard Communication,0.66,0.66,4098.08
CUST_MN4YSP,Loyalty Program,Discounts,0.47,0.4324,7166.46
CUST_V3HT6Z,Discount,Discounts,0.54,0.4968000000000001,2911.73
CUST_8TH618,Email Campaign,Standard Communication,0.05,0.05,531.93
CUST_8BHSAJ,Discount,Standard Communication,0.06,0.06,5600.91
CUST_WLYQOZ,Email Campaign,Re-engagement Campaign,0.9,0.792,3496.52
CUST_N5ZSGY,Email Campaign,Standard Communication,0.17,0.17,5132.58
CUST_XLP312,Loyalty Program,Standard Communication,0.76,0.76,4660.44
CUST_I067JD,Discount,Standard Communication,0.28,0.28,6576.23
CUST_V68MWO,Email Campaign,Standard Communication,0.64,0.64,690.95
CUST_WINODQ,Loyalty Program,Re-engagement Campaign,0.16,0.1408,4685.63
CUST_OKAPVM,Email Campaign,Standard Communication,0.99,0.99,3017.59
CUST_RC72CJ,Loyalty Program,Standard Communication,0.1,0.1,6827.76
CUST_RS64EM,Loyalty Program,Standard Communication,0.81,0.81,1394.54
CUST_KXNIXH,Discount,Standard Communication,0.05,0.05,1238.6
CUST_08FVTM,Discount,Standard Communication,0.6,0.6,2434.08
CUST_VZ2AHC,Email Campaign,Discounts,0.53,0.48760000000000003,4574.43
CUST_UQNNA8,Loyalty Program,Standard Communication,0.24,0.24,7119.03
CUST_NZCPQ9,Email Campaign,Standard Communication,0.81,0.81,4082.7
CUST_B55YXR,Loyalty Program,Standard Communication,0.07,0.07,9300.2
CUST_IC3P9D,Loyalty Program,Discounts,0.35,0.322,3066.46
CUST_37FQUT,Email Campaign,Standard Communication,0.02,0.02,8857.45
CUST_RZ0XJY,Loyalty Program,VIP Treatment,0.6,0.51,8634.61
CUST_ESJ0J5,Discount,Discounts,0.54,0.4968000000000001,4104.74
CUST_KFN89Q,Loyalty Program,VIP Treatment,0.96,0.816,8702.47
CUST_59J2HG,Discount,Discounts,0.5,0.46,8820.47
CUST_IOCHUM,Discount,Discounts,0.31,0.2852,4610.92
CUST_OVFH3R,Email Campaign,Discounts,0.51,0.4692,9815.64
CUST_6Z0C0K,Email Campaign,Discounts,0.49,0.45080000000000003,813.4
CUST_Q26FD5,Email Campaign,Standard Communication,0.62,0.62,3769.8
CUST_C2O6CR,Email Campaign,Standard Communication,0.82,0.82,6080.2
CUST_06CPSH,Discount,VIP Treatment,0.65,0.5525,6773.17
CUST_XZU5L4,Email Campaign,Discounts,0.5,0.46,5656.6
CUST_00ZP0L,Loyalty Program,Discounts,0.35,0.322,3618.25
CUST_PUJ23C,Discount,Re-engagement Campaign,0.27,0.2376,5415.8
CUST_INKL06,Email Campaign,Standard Communication,0.17,0.17,3033.65
CUST_BGMLHK,Loyalty Program,Standard Communication,0.12,0.12,2062.88
CUST_J4427F,Discount,Standard Communication,0.64,0.64,1930.18
CUST_EZJWO9,Loyalty Program,Standard Communication,0.62,0.62,526.72
CUST_G42REL,Discount,Standard Communication,0.89,0.89,1459.05
CUST_L1HANL,Email Campaign,Standard Communication,0.11,0.11,978.98
CUST_KXLQJO,Email Campaign,Discounts,0.31,0.2852,4978.73
CUST_CWWE8H,Email Campaign,Re-engagement Campaign,0.29,0.2552,3436.92
CUST_O8RP21,Discount,Standard Communication,0.07,0.07,8805.62
CUST_MFAA3Q,Email Campaign,VIP Treatment,0.96,0.816,7347.65
CUST_W99UJF,Email Campaign,Loyalty Programs,0.04,0.036000000000000004,4963.51
CUST_7Q4QTF,Email Campaign,Discounts,0.52,0.47840000000000005,1689.31
CUST_BEXUPP,Loyalty Program,Standard Communication,0.12,0.12,3344.44
CUST_KF0T5L,Email Campaign,Loyalty Programs,0.09,0.081,7066.69
CUST_J69I4Z,Email Campaign,Standard Communication,0.87,0.87,5560.88
CUST_DEZKML,Loyalty Program,Discounts,0.59,0.5428,2175.53
CUST_BS26NI,Discount,Discounts,0.45,0.41400000000000003,3700.05
CUST_VZ1V7X,Loyalty Program,Re-engagement Campaign,0.98,0.8623999999999999,3389.04
CUST_WRVQ90,Email Campaign,Discounts,0.32,0.2944,6200.0
CUST_Y8X7IP,Discount,Discounts,0.35,0.322,5593.27
CUST_360FAU,Discount,Standard Communication,0.89,0.89,2261.18
CUST_V1M2RB,Discount,Standard Communication,0.12,0.12,3213.86
CUST_ZU8HDX,Email Campaign,VIP Treatment,0.75,0.6375,7308.49
CUST_KNM2AX,Email Campaign,VIP Treatment,0.61,0.5185,7092.61
CUST_EDDBYN,Email Campaign,Standard Communication,0.83,0.83,377.21
CUST_0PDJFY,Discount,Re-engagement Campaign,0.17,0.1496,477.79
CUST_38H8AR,Email Campaign,Standard Communication,0.67,0.67,4255.95
CUST_TJH473,Discount,VIP Treatment,0.84,0.714,8990.15
CUST_NY88W8,Discount,Discounts,0.39,0.3588,3311.38
CUST_VCKHAP,Loyalty Program,Discounts,0.59,0.5428,6828.56
CUST_HIEJOC,Loyalty Program,Standard Communication,0.86,0.86,4707.2
CUST_I8D4FW,Discount,Standard Communication,0.61,0.61,2337.5
CUST_S86VTI,Discount,Discounts,0.4,0.36800000000000005,701.93
CUST_5BH891,Discount,Discounts,0.52,0.47840000000000005,1414.88
CUST_M14KH8,Email Campaign,Re-engagement Campaign,0.24,0.2112,3704.42
CUST_PMD6AZ,Email Campaign,Standard Communication,0.14,0.14,2361.01
CUST_6GJO1A,Discount,Standard Communication,0.69,0.69,1454.19
CUST_GHX669,Loyalty Program,Loyalty Programs,0.24,0.216,4826.89
CUST_HF2MC8,Email Campaign,Standard Communication,0.61,0.61,5510.55
CUST_12ZGU9,Email Campaign,Discounts,0.56,0.5152000000000001,8016.4
CUST_6YZE30,Discount,Discounts,0.54,0.4968000000000001,9057.67
CUST_WM04MS,Loyalty Program,Standard Communication,0.71,0.71,2109.66
CUST_27EEF0,Discount,VIP Treatment,0.76,0.646,7386.16
CUST_OB21EZ,Email Campaign,Discounts,0.32,0.2944,3647.98
CUST_J7HCKP,Discount,VIP Treatment,0.75,0.6375,9565.16
CUST_FC9VUM,Discount,Standard Communication,0.24,0.24,2020.52
CUST_82HY7S,Discount,VIP Treatment,0.66,0.561,7243.07
CUST_W5947S,Email Campaign,Standard Communication,0.02,0.02,957.13
CUST_EP5RW6,Discount,Standard Communication,0.93,0.93,2530.78
CUST_FQFSFR,Discount,Standard Communication,0.95,0.95,4801.88
CUST_CIIQBA,Email Campaign,Re-engagement Campaign,0.86,0.7568,4529.45
CUST_NQ6FTF,Email Campaign,Discounts,0.32,0.2944,2275.58
CUST_RGAMHP,Loyalty Program,Standard Communication,0.64,0.64,5528.17
CUST_JJ5HXU,Loyalty Program,Discounts,0.37,0.34040000000000004,6009.63
CUST_4DVWFW,Discount,Loyalty Programs,0.22,0.198,7406.1
CUST_YJHGPS,Loyalty Program,Standard Communication,0.85,0.85,1522.48
CUST_98356S,Loyalty Program,VIP Treatment,0.87,0.7394999999999999,7304.33
CUST_LVA4EG,Discount,Re-engagement Campaign,0.6,0.528,683.67
CUST_O8ICJM,Loyalty Program,Standard Communication,0.74,0.74,4709.6
CUST_9LAS0U,Email Campaign,Standard Communication,0.18,0.18,7415.95
CUST_DG0BC4,Loyalty Program,Loyalty Programs,0.11,0.099,3113.56
CUST_45P8BM,Email Campaign,VIP Treatment,0.98,0.833,8956.9
CUST_II8XPN,Email Campaign,Standard Communication,0.85,0.85,1665.43
CUST_WYQH80,Email Campaign,Standard Communication,0.77,0.77,1036.62
CUST_6S2V4C,Loyalty Program,Discounts,0.32,0.2944,7311.47
CUST_H53NJX,Loyalty Program,Standard Communication,0.22,0.22,3000.44
CUST_O4DNV1,Discount,VIP Treatment,0.99,0.8415,7921.42
CUST_RCF7N8,Discount,Standard Communication,0.25,0.25,5074.86
CUST_0VACOR,Discount,Loyalty Programs,0.13,0.117,1830.28
CUST_VB1LR5,Email Campaign,VIP Treatment,0.88,0.748,9375.38
CUST_L5WK1N,Loyalty Program,Standard Communication,0.15,0.15,1724.91
CUST_A2M8UI,Discount,Discounts,0.48,0.4416,8042.0
CUST_7QMEGN,Email Campaign,Standard Communication,0.67,0.67,2591.65
CUST_I16ENN,Email Campaign,Discounts,0.31,0.2852,614.56
CUST_FPEE9J,Discount,Discounts,0.41,0.3772,8498.93
CUST_8JFGXP,Discount,Discounts,0.35,0.322,1297.88
CUST_UCHGR6,Loyalty Program,VIP Treatment,0.85,0.7224999999999999,7481.44
CUST_955W45,Email Campaign,Standard Communication,0.88,0.88,2284.77
CUST_2XZSR4,Loyalty Program,Loyalty Programs,0.29,0.261,8758.75
CUST_CGAFI3,Email Campaign,Standard Communication,0.19,0.19,8668.04
CUST_SD6IDM,Loyalty Program,Standard Communication,0.81,0.81,5291.21
CUST_X9FSSL,Loyalty Program,Re-engagement Campaign,0.14,0.12320000000000002,4629.82
CUST_QTGUOJ,Email Campaign,Discounts,0.34,0.3128,2910.77
CUST_8GPI4J,Loyalty Program,Discounts,0.32,0.2944,6627.5
CUST_BIKM9U,Email Campaign,Discounts,0.39,0.3588,823.99
CUST_AFE5SZ,Loyalty Program,Standard Communication,0.28,0.28,651.81
CUST_3XHZXH,Discount,VIP Treatment,0.9,0.765,7346.44
CUST_CBM079,Email Campaign,VIP Treatment,0.9,0.765,8515.2
CUST_LS1BJC,Email Campaign,Discounts,0.49,0.45080000000000003,3268.46
CUST_39N9T3,Email Campaign,Standard Communication,0.28,0.28,6526.36
CUST_TOAZRB,Email Campaign,Discounts,0.32,0.2944,6572.72
CUST_MQT9Q0,Discount,Standard Communication,0.83,0.83,5733.66
CUST_18LP4M,Email Campaign,VIP Treatment,0.78,0.663,8401.63
CUST_QOB2FS,Loyalty Program,Discounts,0.35,0.322,1052.5
CUST_EVAYLG,Email Campaign,Standard Communication,0.19,0.19,3845.9
CUST_P81LAU,Loyalty Program,Standard Communication,0.08,0.08,900.6
CUST_HF9PMS,Email Campaign,VIP Treatment,0.64,0.544,9009.66
CUST_KJINFL,Discount,Discounts,0.49,0.45080000000000003,4800.02
CUST_RIK7W2,Loyalty Program,Standard Communication,0.72,0.72,1191.85
CUST_NNZ1HX,Email Campaign,VIP Treatment,0.62,0.527,8654.46
CUST_BJQT23,Discount,Discounts,0.42,0.3864,6554.67
CUST_LRVP29,Loyalty Program,Standard Communication,0.2,0.2,5105.26
CUST_ZSF7S3,Discount,Discounts,0.41,0.3772,9483.11
CUST_1C4DQ1,Discount,Discounts,0.31,0.2852,2230.97
CUST_KJCCDV,Loyalty Program,Re-engagement Campaign,0.92,0.8096,1692.25
CUST_8IYHCW,Discount,Standard Communication,0.88,0.88,5131.19
CUST_K2UCGF,Loyalty Program,Standard Communication,0.23,0.23,7375.68
CUST_4P3PO7,Loyalty Program,Discounts,0.39,0.3588,8608.63
CUST_HWV44I,Loyalty Program,VIP Treatment,0.84,0.714,8685.28
CUST_P38Q77,Email Campaign,Discounts,0.34,0.3128,7720.81
CUST_K9YBGP,Discount,Standard Communication,0.22,0.22,9534.27
CUST_8MVNG5,Discount,Discounts,0.32,0.2944,9365.01
CUST_GZN44Q,Discount,Re-engagement Campaign,0.69,0.6072,1068.37
CUST_3DJOJU,Loyalty Program,Discounts,0.36,0.3312,351.61
CUST_PG1ZKW,Discount,VIP Treatment,0.96,0.816,9726.54
CUST_4PHQMY,Discount,VIP Treatment,0.9,0.765,9034.59
CUST_NMN30W,Email Campaign,Standard Communication,0.01,0.01,5189.42
CUST_H196XB,Loyalty Program,Discounts,0.3,0.276,9476.79
CUST_14DM5S,Discount,Standard Communication,0.19,0.19,8201.54
CUST_92T6CY,Discount,Discounts,0.4,0.36800000000000005,8454.44
CUST_G2AYWS,Loyalty Program,Standard Communication,0.91,0.91,2328.05
CUST_FYBP3Y,Loyalty Program,Standard Communication,0.23,0.23,3700.97
CUST_6JU89H,Loyalty Program,Discounts,0.48,0.4416,8387.31
CUST_OZKWLO,Discount,Discounts,0.36,0.3312,6937.32
CUST_RRVH66,Loyalty Program,Discounts,0.51,0.4692,4497.79
CUST_88DN0Y,Discount,VIP Treatment,0.76,0.646,7258.84
CUST_CSOA9M,Email Campaign,Discounts,0.35,0.322,8653.26
CUST_6YI6IM,Discount,Standard Communication,0.25,0.25,5874.64
CUST_U4CNJ2,Loyalty Program,Standard Communication,0.14,0.14,3864.41
CUST_YULN4F,Loyalty Program,Loyalty Programs,0.11,0.099,4663.65
CUST_0YV343,Email Campaign,Standard Communication,0.62,0.62,5457.09
CUST_DJ56J8,Discount,Discounts,0.36,0.3312,2162.78
CUST_QADK2W,Email Campaign,VIP Treatment,0.75,0.6375,9985.47
CUST_AY1LH7,Discount,Loyalty Programs,0.28,0.25200000000000006,2919.27
CUST_BVGKLR,Email Campaign,Discounts,0.3,0.276,7818.02
CUST_Z9MQ21,Email Campaign,Discounts,0.56,0.5152000000000001,2593.78
CUST_RQEF6Q,Loyalty Program,Re-engagement Campaign,0.23,0.2024,2512.13
CUST_ZH2469,Loyalty Program,VIP Treatment,0.94,0.7989999999999999,8634.41
CUST_B67NKD,Email Campaign,Loyalty Programs,0.14,0.12600000000000003,7283.18
CUST_IJ4IYH,Email Campaign,Standard Communication,0.93,0.93,4596.52
CUST_K2BZC9,Email Campaign,Re-engagement Campaign,0.03,0.0264,2279.66
CUST_M9FPOY,Email Campaign,Standard Communication,0.03,0.03,990.46
CUST_NB6S3D,Email Campaign,Standard Communication,0.07,0.07,867.27
CUST_RP8IO0,Email Campaign,Standard Communication,0.67,0.67,1503.6
CUST_VJAXPZ,Loyalty Program,Standard Communication,0.11,0.11,6654.41
CUST_3Y1W1R,Email Campaign,Re-engagement Campaign,0.83,0.7303999999999999,4253.23
CUST_3KIC2N,Email Campaign,Re-engagement Campaign,0.86,0.7568,222.66
CUST_TFBOJ2,Loyalty Program,Standard Communication,0.9,0.9,2484.11
CUST_ZEKI3K,Email Campaign,VIP Treatment,0.79,0.6715,9783.8
CUST_NSYE7S,Discount,VIP Treatment,0.66,0.561,7526.9
CUST_99CXKU,Discount,Discounts,0.55,0.5060000000000001,3101.33
CUST_DOS1OM,Email Campaign,VIP Treatment,0.62,0.527,9546.18
CUST_X09SQD,Discount,Discounts,0.39,0.3588,3307.16
CUST_EODKV0,Loyalty Program,Standard Communication,0.04,0.04,8279.94
CUST_D9KMC7,Email Campaign,Discounts,0.58,0.5336,3865.24
CUST_C5SLBJ,Discount,Re-engagement Campaign,0.78,0.6864,249.89
CUST_Y3CPTU,Email Campaign,Discounts,0.49,0.45080000000000003,9130.53
CUST_NBDIBX,Discount,Standard Communication,0.84,0.84,967.96
CUST_UWUXLH,Email Campaign,Discounts,0.41,0.3772,8815.47
CUST_QLK4OJ,Loyalty Program,Standard Communication,0.25,0.25,7692.55
CUST_EWCQVN,Loyalty Program,Discounts,0.38,0.3496,8834.37
CUST_O3ZWKA,Loyalty Program,Standard Communication,0.8,0.8,1141.71
CUST_HEQVH1,Email Campaign,VIP Treatment,0.92,0.782,8943.42
CUST_S8F59I,Email Campaign,VIP Treatment,0.6,0.51,9776.55
CUST_3TCBYK,Discount,Discounts,0.47,0.4324,6066.3
CUST_WCENIV,Discount,Discounts,0.3,0.276,2015.56
CUST_LABWXV,Discount,Standard Communication,0.7,0.7,6284.09
CUST_0ANZKF,Email Campaign,Discounts,0.5,0.46,8234.04
CUST_TKZAFT,Discount,Standard Communication,0.98,0.98,4998.64
CUST_W4CHQY,Loyalty Program,Discounts,0.3,0.276,5762.47
CUST_BQNL2K,Loyalty Program,Standard Communication,0.21,0.21,8673.52
CUST_56HP1Q,Loyalty Program,Standard Communication,0.12,0.12,5610.81
CUST_47XHOJ,Discount,Discounts,0.48,0.4416,6868.22
CUST_TAI7ZA,Discount,VIP Treatment,0.72,0.612,7049.46
CUST_4NJGGJ,Loyalty Program,Discounts,0.57,0.5244,1667.64
CUST_6EZ1IZ,Discount,VIP Treatment,0.73,0.6204999999999999,9045.51
CUST_016RQ8,Discount,VIP Treatment,0.98,0.833,7362.09
CUST_WHAEBT,Email Campaign,Standard Communication,0.17,0.17,9510.12
CUST_K3ICDK,Discount,Discounts,0.33,0.30360000000000004,900.76
CUST_9D37SL,Email Campaign,Standard Communication,0.21,0.21,505.91
CUST_106V01,Discount,Discounts,0.56,0.5152000000000001,884.8
CUST_NYGE7B,Loyalty Program,Standard Communication,0.79,0.79,3474.31
CUST_PUO0GB,Loyalty Program,Standard Communication,0.19,0.19,3402.82
CUST_F6B2LM,Loyalty Program,Standard Communication,0.22,0.22,1111.44
CUST_QFXDIS,Discount,Standard Communication,0.74,0.74,5176.3
CUST_ECXABM,Loyalty Program,Standard Communication,0.84,0.84,2633.69
CUST_ZG6J8H,Email Campaign,Re-engagement Campaign,0.72,0.6335999999999999,477.45
CUST_65FSTN,Loyalty Program,Discounts,0.52,0.47840000000000005,1730.77
CUST_536F7A,Loyalty Program,Discounts,0.45,0.41400000000000003,9569.62
CUST_31OU72,Loyalty Program,Standard Communication,0.89,0.89,3650.45
CUST_3WZTRO,Loyalty Program,Discounts,0.31,0.2852,2204.05
CUST_JYW7SY,Loyalty Program,Re-engagement Campaign,0.21,0.1848,9560.66
CUST_05JIG6,Email Campaign,Discounts,0.35,0.322,6462.73
CUST_NNTWEX,Discount,Standard Communication,0.86,0.86,5630.91
CUST_QP6EHS,Email Campaign,Discounts,0.47,0.4324,4803.46
CUST_VFYP6B,Email Campaign,Standard Communication,0.78,0.78,2916.02
CUST_OCS9ZR,Loyalty Program,Standard Communication,0.21,0.21,8300.94
CUST_4WCJBX,Discount,Discounts,0.43,0.3956,9706.18
CUST_HTSHWT,Discount,Standard Communication,0.86,0.86,4880.91
CUST_95G0MK,Discount,Loyalty Programs,0.15,0.135,2355.83
CUST_IK71GU,Loyalty Program,Standard Communication,0.04,0.04,9685.74
CUST_AVEM6Y,Discount,Discounts,0.56,0.5152000000000001,4821.97
CUST_3IN27F,Loyalty Program,Loyalty Programs,0.0,0.0,9779.55
CUST_B3A3X6,Discount,Standard Communication,0.73,0.73,1463.44
CUST_IW6OY2,Email Campaign,Standard Communication,0.01,0.01,4826.89
CUST_BT7974,Email Campaign,Standard Communication,0.64,0.64,4703.77
CUST_3JTLFJ,Discount,Standard Communication,0.97,0.97,5294.12
CUST_HLA9HH,Loyalty Program,Standard Communication,0.12,0.12,3923.53
CUST_HQKVEM,Discount,Discounts,0.55,0.5060000000000001,9061.02
CUST_Z6NYUZ,Email Campaign,VIP Treatment,0.72,0.612,7562.38
CUST_WZ80J0,Email Campaign,Standard Communication,0.72,0.72,5470.54
CUST_HPUZGK,Discount,Standard Communication,0.27,0.27,707.61
CUST_Y0C36J,Discount,Loyalty Programs,0.29,0.261,2098.33
CUST_0ITY6V,Email Campaign,Standard Communication,0.83,0.83,484.32
CUST_QOD4CG,Discount,Standard Communication,0.6,0.6,5992.02
CUST_XWOU41,Loyalty Program,Standard Communication,0.83,0.83,1927.25
CUST_AOR1F5,Discount,Loyalty Programs,0.05,0.045000000000000005,3537.48
CUST_OJN0HB,Discount,Standard Communication,0.72,0.72,424.26
CUST_PZYZSP,Email Campaign,Standard Communication,0.66,0.66,3464.23
CUST_GH6FQR,Loyalty Program,Standard Communication,0.8,0.8,2688.71
CUST_SQMAG0,Loyalty Program,Standard Communication,0.26,0.26,2435.65
CUST_AI1WKG,Discount,VIP Treatment,0.93,0.7905,7803.88
CUST_H07KKH,Loyalty Program,Discounts,0.44,0.4048,1519.08
CUST_DFLSRT,Loyalty Program,VIP Treatment,0.65,0.5525,7948.78
CUST_W2QDPO,Discount,Discounts,0.55,0.5060000000000001,5394.99
CUST_QO0UXL,Email Campaign,Discounts,0.57,0.5244,5621.63
CUST_4DQF00,Email Campaign,Re-engagement Campaign,0.15,0.132,3143.09
CUST_LTB68C,Loyalty Program,Re-engagement Campaign,0.67,0.5896,150.34
CUST_DT0FX9,Discount,Standard Communication,0.01,0.01,3050.92
CUST_9K8QFR,Email Campaign,Standard Communication,0.78,0.78,3790.95
CUST_OI4URF,Email Campaign,Standard Communication,0.96,0.96,3405.12
CUST_1TQSN8,Discount,Standard Communication,0.91,0.91,5289.29
CUST_6WHXVS,Loyalty Program,Standard Communication,0.85,0.85,6484.96
CUST_MSQXJQ,Email Campaign,Loyalty Programs,0.02,0.018000000000000002,3003.57
CUST_3EANV3,Loyalty Program,Standard Communication,0.75,0.75,753.32
CUST_9LJWU0,Discount,Standard Communication,0.27,0.27,2878.37
CUST_NHULCL,Email Campaign,Discounts,0.46,0.4232,560.2
CUST_O3YL6G,Email Campaign,Standard Communication,0.05,0.05,5842.42
CUST_XJXIAD,Discount,Discounts,0.55,0.5060000000000001,915.81
CUST_X9RMGO,Discount,VIP Treatment,0.72,0.612,9885.34
CUST_VV0V9V,Loyalty Program,Standard Communication,0.24,0.24,1436.41
CUST_U8F17V,Email Campaign,VIP Treatment,0.84,0.714,9343.84
CUST_ZUDHE3,Discount,Standard Communication,0.14,0.14,5429.52
CUST_R2ZD37,Loyalty Program,VIP Treatment,0.94,0.7989999999999999,8022.24
